id,catalog_number,additional_description
2065398,6 5V 1180 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065214,5 C 500 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065246,5 5V 1180 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065482,8 B 250 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065574,8MX112S62-3020,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065450,7 C 106 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065458,7 C 180 U,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065606,8MX33S12-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065614,8MX35S21-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065598,8MX29S21-1108,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065630,8MX40S12-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065634,8MX41S12-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065618,8MX36S36-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065646,8MX48S21-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
